id,labels
3171,"199,474"
3172,"47,439"
3173,"131,134,142"
3174,"140,170"
3175,"276,491"
3176,"387,235"
3177,"103,289"
3178,"246,23"
3179,"27,456"
3180,"45,94"
3181,"294,472"
3182,"199,148"
3183,"345,181"
3184,"225,156"
3185,"288,40"
3186,"32,508"
3187,"220,518"
3188,"32,43"
3189,"61,12"
3190,"199,169"
3191,"155,199"
3192,"147,181"
3193,"199,329"
3194,"129,40"
3195,"135,243"
3196,"199,405"
3197,"235,453,257"
3198,"417,402"
3199,"347,359"
3200,"87,433"
3201,"84,501"
3202,"521,455"
3203,"452,72"
3204,"109,221"
3205,"302,315"
3206,"250,267"
3207,"199,155"
3208,"131,142"
3209,"126,42"
3210,"148,154"
3211,"59,205,67"
3212,"309,250"
3213,"186,324"
3214,"199,259"
3215,"199,148"
3216,"65,64"
3217,"88,72"
3218,"146,288"
3219,"93,64"
3220,"405,329"
3221,"163,155"
3222,"521,279"
3223,"257,446"
3224,"460,303"
3225,"403,53"
3226,"129,197"
3227,"231,26"
3228,"405,126"
3229,"455,497"
3230,"257,216"
3231,"186,152"
3232,"243,43"
3233,"44,264"
3234,"1,181"
3235,"199,148"
3236,"288,40"
3237,"140,81"
3238,"220,221"
3239,"307,244"
3240,"49,220"
3241,"148,154"
3242,"184,136"
3243,"199,508"
3244,"73,496"
3245,"65,64"
3246,"307,184"
3247,"11,73"
3248,"491,90"
3249,"500,190"
3250,"65,64,299"
3251,"288,40"
3252,"268,172"
3253,"405,522"
3254,"148,154"
3255,"400,252"
3256,"429,409,276"
3257,"361,272,373"
3258,"294,472"
3259,"148,154"
3260,"157,33"
3261,"220,65"
3262,"65,64"
3263,"307,298"
3264,"84,152"
3265,"65,64"
3266,"224,161"
3267,"398,358"
3268,"444,27"
3269,"370,67"
3270,"218,77"
3271,"118,20"
3272,"209,271"
3273,"193,40"
3274,"178,148"
3275,"151,186"
3276,"220,65"
3277,"32,173"
3278,"171,170"
3279,"199,148"
3280,"199,246"
3281,"148,288"
3282,"170,199"
3283,"193,40"
3284,"169,320"
3285,"32,135"
3286,"89,405"
3287,"212,403"
3288,"5,6,133"
3289,"67,155"
3290,"17,65"
3291,"250,309"
3292,"199,148"
3293,"307,155"
3294,"438,347"
3295,"302,315"
3296,"288,40"
3297,"220,221"
3298,"70,19"
3299,"104,200"
3300,"15,379"
3301,"44,250"
3302,"288,40"
3303,"65,64"
3304,"153,170"
3305,"463,462"
3306,"370,137"
3307,"220,65"
3308,"373,212"
3309,"193,47"
3310,"522,291"
3311,"95,322"
3312,"126,286"
3313,"65,64,299"
3314,"244,296"
3315,"49,72"
3316,"383,341"
3317,"522,369"
3318,"219,268"
3319,"297,384"
3320,"178,113"
3321,"329,356"
3322,"45,67"
3323,"186,202"
3324,"225,156"
3325,"5,57,6"
3326,"32,20"
3327,"279,285"
3328,"220,221"
3329,"6,133,5"
3330,"42,288"
3331,"253,110"
3332,"276,471"
3333,"148,124"
3334,"199,345"
3335,"370,341"
3336,"15,3"
3337,"17,205"
3338,"199,511"
3339,"209,271"
3340,"328,497"
3341,"49,181"
3342,"148,126"
3343,"148,154"
3344,"199,260"
3345,"220,454"
3346,"370,402"
3347,"479,154"
3348,"276,269"
3349,"220,65"
3350,"170,353"
3351,"27,497"
3352,"250,32"
3353,"151,315"
3354,"131,486"
3355,"62,69"
3356,"155,307"
3357,"18,17"
3358,"302,315"
3359,"89,103"
3360,"462,463"
3361,"297,384"
3362,"472,186"
3363,"405,129"
3364,"129,291"
3365,"187,34"
3366,"509,186"
3367,"131,40,142"
3368,"405,285"
3369,"314,1"
3370,"479,405"
3371,"51,16"
3372,"29,152"
3373,"45,65"
3374,"129,128"
3375,"181,32"
3376,"61,12"
3377,"74,32"
3378,"171,170"
3379,"136,184"
3380,"129,268"
3381,"276,348"
3382,"434,32"
3383,"93,141"
3384,"244,102"
3385,"175,275"
3386,"155,163"
3387,"171,170"
3388,"403,212"
3389,"438,435"
3390,"33,201"
3391,"197,82"
3392,"109,221"
3393,"91,197"
3394,"199,276"
3395,"222,473"
3396,"193,220"
3397,"62,69"
3398,"25,50"
3399,"63,1"
3400,"67,54"
3401,"148,154"
3402,"67,54"
3403,"501,99"
3404,"65,64"
3405,"115,83,322"
3406,"199,323"
3407,"148,154"
3408,"43,93"
3409,"524,80"
3410,"486,425"
3411,"193,146"
3412,"26,432"
3413,"291,25"
3414,"405,336"
3415,"67,54"
3416,"71,382"
3417,"129,405"
3418,"293,388"
3419,"275,287"
3420,"83,115"
3421,"64,65,93"
3422,"49,72"
3423,"302,288"
3424,"369,206"
3425,"32,20"
3426,"383,353"
3427,"280,348"
3428,"148,518"
3429,"67,54"
3430,"6,133,5"
3431,"199,259"
3432,"189,135"
3433,"40,131"
3434,"67,240"
3435,"517,190"
3436,"369,206"
3437,"323,181"
3438,"65,64"
3439,"40,131,142"
3440,"131,142"
3441,"25,44"
3442,"405,424"
3443,"223,199"
3444,"226,190"
3445,"65,64"
3446,"151,117"
3447,"129,415"
3448,"186,446"
3449,"427,294"
3450,"369,206"
3451,"199,170"
3452,"27,351"
3453,"148,452"
3454,"311,143"
3455,"409,27,429"
3456,"439,479"
3457,"148,32"
3458,"199,169"
3459,"49,181"
3460,"131,142,134"
3461,"27,501"
3462,"131,142,40"
3463,"116,447"
3464,"27,279"
3465,"151,140"
3466,"65,45"
3467,"294,472"
3468,"7,4"
3469,"148,154"
3470,"33,148"
3471,"214,360"
3472,"70,294"
3473,"402,145"
3474,"90,65"
3475,"11,220"
3476,"199,434"
3477,"22,466"
3478,"91,155"
3479,"220,11"
3480,"67,26"
3481,"87,118"
3482,"268,148"
3483,"170,148"
3484,"174,4,7"
3485,"369,206"
3486,"17,190"
3487,"339,199"
3488,"386,104"
3489,"148,154"
3490,"152,84"
3491,"32,20"
3492,"202,159"
3493,"247,129"
3494,"148,154"
3495,"162,246"
3496,"199,329"
3497,"65,64"
3498,"199,169"
3499,"369,206,235"
3500,"199,223"
3501,"158,85"
3502,"140,189"
3503,"25,511"
3504,"199,529"
3505,"401,288"
3506,"11,256"
3507,"118,20"
3508,"220,510"
3509,"369,206"
3510,"429,409,252"
3511,"178,155"
3512,"67,231"
3513,"437,129"
3514,"305,71"
3515,"242,181"
3516,"453,235"
3517,"299,220"
3518,"302,315"
3519,"25,511"
3520,"499,148"
3521,"129,61"
3522,"83,115"
3523,"151,247"
3524,"247,35"
3525,"250,44"
3526,"336,405"
3527,"225,156"
3528,"28,148"
3529,"186,288"
3530,"296,507"
3531,"220,221"
3532,"175,20"
3533,"65,64"
3534,"150,301"
3535,"199,329"
3536,"46,148"
3537,"153,71"
3538,"26,52"
3539,"301,190"
3540,"333,70"
3541,"49,72"
3542,"418,206"
3543,"32,148"
3544,"131,40,142"
3545,"420,336"
3546,"369,206,8"
3547,"396,127"
3548,"82,235"
3549,"469,352"
3550,"32,405"
3551,"409,429,252"
3552,"429,409,252"
3553,"199,170"
3554,"99,28"
3555,"27,409"
3556,"18,85"
3557,"244,155"
3558,"118,20"
3559,"70,375"
3560,"171,170"
3561,"369,206"
3562,"70,19"
3563,"288,40"
3564,"65,64"
3565,"401,414"
3566,"148,217"
3567,"189,522"
3568,"148,32"
3569,"199,509"
3570,"131,466,486"
3571,"32,472"
3572,"338,64,65"
3573,"199,67"
3574,"24,442"
3575,"61,12,272"
3576,"366,20"
3577,"220,221"
3578,"511,44"
3579,"186,435"
3580,"64,65"
3581,"429,409,252"
3582,"44,45"
3583,"32,20"
3584,"339,129"
3585,"148,472"
3586,"43,448"
3587,"172,108,22"
3588,"199,245"
3589,"179,509"
3590,"220,510"
3591,"235,453,205"
3592,"32,329"
3593,"49,357"
3594,"345,92"
3595,"32,459"
3596,"296,230"
3597,"32,117"
3598,"99,294"
3599,"226,307"
3600,"17,73"
3601,"405,336"
3602,"112,148"
3603,"148,154"
3604,"148,152"
3605,"59,205"
3606,"373,314"
3607,"118,32"
3608,"239,49"
3609,"148,154"
3610,"42,294"
3611,"33,20"
3612,"129,10"
3613,"368,184"
3614,"112,52"
3615,"387,377"
3616,"65,64,90"
3617,"115,83"
3618,"169,329"
3619,"390,35"
3620,"429,252"
3621,"169,170"
3622,"524,220"
3623,"294,310"
3624,"301,108"
3625,"220,510"
3626,"405,333"
3627,"402,145"
3628,"131,142"
3629,"201,317"
3630,"404,89"
3631,"65,64,299"
3632,"289,91"
3633,"288,40"
3634,"89,289"
3635,"294,472"
3636,"109,221"
3637,"129,128"
3638,"199,17"
3639,"65,64"
3640,"511,44"
3641,"287,20"
3642,"501,45"
3643,"131,142,486"
3644,"405,123"
3645,"154,176"
3646,"54,83"
3647,"394,51"
3648,"337,483"
3649,"28,32"
3650,"170,77"
3651,"4,174,7"
3652,"195,25"
3653,"170,46"
3654,"118,364"
3655,"153,307"
3656,"67,511"
3657,"511,44"
3658,"268,151"
3659,"257,216"
3660,"223,199"
3661,"129,25"
3662,"429,409,252"
3663,"158,210"
3664,"83,145"
3665,"65,64"
3666,"89,63"
3667,"11,44"
3668,"32,190"
3669,"83,115"
3670,"51,65"
3671,"65,64"
3672,"170,148"
3673,"294,472"
3674,"129,508"
3675,"184,185"
3676,"317,435"
3677,"144,268"
3678,"276,471,348"
3679,"280,348"
3680,"241,517"
3681,"158,148"
3682,"307,199"
3683,"15,499"
3684,"148,154"
3685,"32,148"
3686,"224,161"
3687,"514,27"
3688,"288,155"
3689,"131,142,486"
3690,"201,317"
3691,"508,171"
3692,"91,103"
3693,"20,141"
3694,"202,32"
3695,"11,129"
3696,"37,45"
3697,"131,142"
3698,"86,155"
3699,"68,114"
3700,"199,223"
3701,"158,148"
3702,"223,199"
3703,"125,123"
3704,"32,20"
3705,"329,356"
3706,"186,32"
3707,"302,315"
3708,"239,72"
3709,"225,156"
3710,"294,66"
3711,"220,221"
3712,"28,148"
3713,"315,186"
3714,"90,65"
3715,"220,510"
3716,"409,429,252"
3717,"220,221"
3718,"155,307"
3719,"370,67"
3720,"28,66"
3721,"90,65"
3722,"190,94"
3723,"148,200"
3724,"32,180"
3725,"294,7"
3726,"188,294"
3727,"129,511"
3728,"103,246"
3729,"197,82"
3730,"107,192"
3731,"148,278"
3732,"501,279"
3733,"44,62"
3734,"370,220"
3735,"220,129"
3736,"199,412"
3737,"89,77"
3738,"25,20"
3739,"148,154"
3740,"65,25"
3741,"235,453"
3742,"82,387"
3743,"297,384"
3744,"505,434"
3745,"255,218"
3746,"220,221"
3747,"294,472"
3748,"243,199"
3749,"83,146"
3750,"190,154"
3751,"478,77,31"
3752,"369,206"
3753,"115,315"
3754,"287,313"
3755,"171,170"
3756,"148,35"
3757,"240,467"
3758,"145,288"
3759,"405,336"
3760,"88,106"
3761,"90,65,64"
3762,"419,127"
3763,"49,66"
3764,"199,508"
3765,"186,275"
3766,"192,190"
3767,"220,510"
3768,"4,174"
3769,"104,508"
3770,"329,169"
3771,"33,200"
3772,"235,453"
3773,"199,33"
3774,"297,384"
3775,"383,415"
3776,"405,336"
3777,"143,190"
3778,"294,472"
3779,"185,184"
3780,"7,188,4"
3781,"33,247"
3782,"184,136,283"
3783,"91,307"
3784,"70,3"
3785,"199,129"
3786,"412,472"
3787,"329,199"
3788,"369,206"
3789,"157,32"
3790,"34,187"
3791,"400,482"
3792,"369,206"
3793,"65,64"
3794,"65,64,299"
3795,"193,47"
3796,"220,221"
3797,"46,73"
3798,"530,152"
3799,"89,63"
3800,"199,169"
3801,"143,148"
3802,"454,65"
3803,"129,221"
3804,"62,69,44"
3805,"405,27"
3806,"146,42"
3807,"62,89"
3808,"131,142,486"
3809,"263,34"
3810,"435,189"
3811,"67,54"
3812,"32,190"
3813,"193,40"
3814,"162,246"
3815,"386,135"
3816,"116,447"
3817,"511,44"
3818,"294,66"
3819,"175,16"
3820,"264,511"
3821,"252,280"
3822,"89,67"
3823,"334,160"
3824,"220,221"
3825,"15,46"
3826,"511,44"
3827,"197,405"
3828,"188,294"
3829,"82,91"
3830,"276,501,383"
3831,"304,216"
3832,"25,197"
3833,"129,128"
3834,"379,173"
3835,"220,287"
3836,"429,409,479"
3837,"375,70"
3838,"304,27"
3839,"220,221"
3840,"429,409,252"
3841,"245,31"
3842,"323,181"
3843,"18,17"
3844,"369,206"
3845,"244,102"
3846,"220,221"
3847,"171,170"
3848,"189,11"
3849,"193,40"
3850,"190,183"
3851,"357,319"
3852,"146,315"
3853,"196,160"
3854,"409,429"
3855,"405,49"
3856,"170,169"
3857,"15,148"
3858,"32,225"
3859,"190,154"
3860,"288,40"
3861,"65,299,64"
3862,"34,187"
3863,"302,315"
3864,"199,223"
3865,"370,220"
3866,"78,92"
3867,"46,89"
3868,"49,181"
3869,"291,399"
3870,"345,290"
3871,"61,12,221"
3872,"171,77"
3873,"129,405"
3874,"83,115"
3875,"249,484"
3876,"402,279"
3877,"148,32"
3878,"116,447"
3879,"235,453"
3880,"90,12"
3881,"137,326"
3882,"294,472"
3883,"496,67"
3884,"455,387"
3885,"144,517"
3886,"369,206"
3887,"32,20"
3888,"15,17"
3889,"65,64"
3890,"11,69"
3891,"49,98"
3892,"249,480"
3893,"174,7"
3894,"268,151"
3895,"99,94"
3896,"522,435"
3897,"307,155"
3898,"87,345"
3899,"129,26"
3900,"200,3"
3901,"339,509"
3902,"39,129"
3903,"296,507"
3904,"84,162"
3905,"89,246"
3906,"455,304"
3907,"235,453"
3908,"89,350"
3909,"171,170"
3910,"25,197"
3911,"155,307"
3912,"405,336"
3913,"65,64"
3914,"220,510"
3915,"433,165"
3916,"65,64"
3917,"127,148"
3918,"402,145"
3919,"121,245"
3920,"112,126"
3921,"489,25"
3922,"205,59"
3923,"184,205"
3924,"65,64"
3925,"181,49"
3926,"371,32"
3927,"147,217"
3928,"288,33"
3929,"170,199"
3930,"148,406"
3931,"61,12,72"
3932,"65,64"
3933,"220,221"
3934,"224,161"
3935,"319,2"
3936,"148,28"
3937,"49,181"
3938,"65,64,299"
3939,"374,248"
3940,"83,54,115"
3941,"32,43"
3942,"129,32"
3943,"266,282"
3944,"276,348,429"
3945,"199,329"
3946,"45,390"
3947,"64,524"
3948,"84,417"
3949,"12,61,72"
3950,"246,89"
3951,"412,62"
3952,"99,374"
3953,"205,59"
3954,"220,64"
3955,"287,130"
3956,"20,13"
3957,"235,453"
3958,"134,131,486"
3959,"93,197"
3960,"65,64"
3961,"91,65"
3962,"500,148"
3963,"205,59"
3964,"478,31,77"
3965,"94,220"
3966,"27,246"
3967,"220,221"
3968,"91,511"
3969,"369,206,8"
3970,"467,303"
3971,"405,336"
3972,"126,191"
3973,"502,148"
3974,"369,206"
3975,"252,27,429"
3976,"7,294"
3977,"472,294"
3978,"148,154"
3979,"272,223"
3980,"90,65,64"
3981,"205,59"
3982,"212,403"
3983,"235,453"
3984,"291,409"
3985,"339,528"
3986,"145,64"
3987,"370,240"
3988,"131,40"
3989,"288,395,40"
3990,"107,192"
3991,"224,161"
3992,"129,128"
3993,"321,256"
3994,"83,322,115"
3995,"220,129"
3996,"137,175"
3997,"70,375"
3998,"148,154"
3999,"339,337"
4000,"8,270"
4001,"402,455"
4002,"405,336"
4003,"32,28"
4004,"174,257,7"
4005,"199,241"
4006,"337,148"
4007,"151,315"
4008,"410,377"
4009,"32,452"
4010,"387,186"
4011,"284,77"
4012,"65,64"
4013,"170,148"
4014,"148,527"
4015,"6,133,5"
4016,"473,93"
4017,"369,206,8"
4018,"199,62"
4019,"294,472"
4020,"405,336"
4021,"369,206"
4022,"242,514"
4023,"79,508"
4024,"148,154"
4025,"148,154"
4026,"294,28"
4027,"148,523"
4028,"390,474"
4029,"466,288"
4030,"171,312"
4031,"148,154"
4032,"399,383"
4033,"49,524"
4034,"294,472"
4035,"155,78"
4036,"183,7"
4037,"32,190"
4038,"291,444"
4039,"6,133"
4040,"67,220"
4041,"153,173"
4042,"495,224"
4043,"306,190"
4044,"403,266"
4045,"61,12,221"
4046,"414,397"
4047,"148,154"
4048,"209,366"
4049,"214,360"
4050,"285,391"
4051,"370,55"
4052,"140,466"
4053,"199,33"
4054,"235,453"
4055,"346,54,67"
4056,"195,510"
4057,"193,522"
4058,"240,186"
4059,"497,216,214"
4060,"17,60"
4061,"33,329"
4062,"205,59"
4063,"65,64"
4064,"220,221"
4065,"148,154"
4066,"148,158"
4067,"147,217"
4068,"199,148"
4069,"65,64"
4070,"83,115,322"
4071,"148,154"
4072,"307,244"
4073,"155,162"
4074,"479,98"
4075,"302,315"
4076,"289,220"
4077,"360,214"
4078,"293,388"
4079,"482,213"
4080,"44,511"
4081,"109,419"
4082,"65,43"
4083,"199,281"
4084,"131,142,486"
4085,"491,488"
4086,"131,40"
4087,"148,437"
4088,"94,67"
4089,"199,329"
4090,"32,20"
4091,"232,82"
4092,"408,421"
4093,"223,148"
4094,"288,177"
4095,"232,32"
4096,"220,510"
4097,"414,501,77"
4098,"32,177"
4099,"32,406"
4100,"61,221"
4101,"190,181"
4102,"71,67"
4103,"463,462"
4104,"405,32"
4105,"186,247"
4106,"351,285"
4107,"43,92"
4108,"289,61"
4109,"190,472"
4110,"155,170"
4111,"190,396"
4112,"61,12,72"
4113,"131,142,226"
4114,"44,55"
4115,"256,218"
4116,"34,187"
4117,"65,64,299"
4118,"155,307"
4119,"134,131,142"
4120,"375,472"
4121,"220,65"
4122,"294,62"
4123,"482,362"
4124,"89,440"
4125,"306,32"
4126,"294,472"
4127,"131,142"
4128,"89,508"
4129,"291,1"
4130,"289,82"
4131,"435,189"
4132,"17,18"
4133,"177,315"
4134,"49,400"
4135,"148,32"
4136,"9,287"
4137,"6,133,5"
4138,"199,148"
4139,"276,269"
4140,"294,472"
4141,"67,155"
4142,"25,181"
4143,"40,131"
4144,"290,459"
4145,"370,42"
4146,"151,315"
4147,"247,151"
4148,"129,8"
4149,"431,199"
4150,"83,115"
4151,"294,472"
4152,"65,64,299"
4153,"306,296"
4154,"286,126"
4155,"501,346"
4156,"129,220"
4157,"65,64"
4158,"288,40"
4159,"247,329"
4160,"296,507"
4161,"213,515"
4162,"459,135"
4163,"223,399"
4164,"49,65"
4165,"18,332"
4166,"220,221"
4167,"26,386"
4168,"281,155"
4169,"150,113"
4170,"148,301"
4171,"224,161,167"
4172,"32,28"
4173,"103,446"
4174,"32,180"
4175,"18,332"
4176,"353,220"
4177,"148,154"
4178,"67,99"
4179,"414,373"
4180,"429,252"
4181,"151,315"
4182,"32,69"
4183,"61,12,72"
4184,"508,99"
4185,"220,454"
4186,"32,181"
4187,"98,452"
4188,"220,221"
4189,"247,42"
4190,"401,474"
4191,"418,384"
4192,"65,93"
4193,"235,453"
4194,"148,154"
4195,"307,199"
4196,"405,410"
4197,"437,507"
4198,"294,472"
4199,"168,17"
4200,"178,32"
4201,"65,64"
4202,"319,415"
4203,"151,315"
4204,"91,243"
4205,"220,221"
4206,"67,89"
4207,"62,69"
4208,"73,496"
4209,"294,472"
4210,"89,434"
4211,"65,64"
4212,"169,329"
4213,"82,91"
4214,"383,387"
4215,"220,221"
4216,"34,148"
4217,"429,409,252"
4218,"369,206"
4219,"329,356"
4220,"131,159,142"
4221,"405,336"
4222,"256,218"
4223,"199,148"
4224,"17,65"
4225,"125,267"
4226,"94,264"
4227,"268,32"
4228,"405,49"
4229,"159,131,142"
4230,"447,116"
4231,"370,424"
4232,"479,25"
4233,"220,31"
4234,"509,181"
4235,"224,161"
4236,"181,65"
4237,"405,336"
4238,"65,43"
4239,"27,8"
4240,"43,94"
4241,"32,218"
4242,"34,187"
4243,"65,64"
4244,"148,68"
4245,"514,285"
4246,"27,409,252"
4247,"307,155"
4248,"32,147"
4249,"33,197"
4250,"7,4"
4251,"93,89"
4252,"306,296"
4253,"158,288"
4254,"220,510"
4255,"154,148"
4256,"40,131"
4257,"61,12"
4258,"7,174,4"
4259,"190,148"
4260,"235,453"
4261,"17,18"
4262,"472,294"
4263,"250,288"
4264,"150,190"
4265,"27,456"
4266,"268,472"
4267,"65,64"
4268,"148,32"
4269,"264,240"
4270,"205,59,233"
4271,"32,99"
4272,"228,96"
4273,"9,348"
4274,"39,82"
4275,"339,281"
4276,"171,170"
4277,"199,223"
4278,"170,3"
4279,"32,148"
4280,"303,40"
4281,"199,345"
4282,"65,64"
4283,"171,170"
4284,"307,437"
4285,"199,49"
4286,"239,72"
4287,"185,184"
4288,"220,221"
4289,"220,221"
4290,"25,278"
4291,"118,20"
4292,"287,67"
4293,"71,511"
4294,"288,40"
4295,"452,334"
4296,"235,453"
4297,"235,453"
4298,"288,40"
4299,"199,345"
4300,"44,197"
4301,"179,509"
4302,"288,40"
4303,"121,181"
4304,"155,78"
4305,"235,453,205"
4306,"11,69"
4307,"32,452"
4308,"508,258"
4309,"44,181"
4310,"49,65"
4311,"199,529"
4312,"131,142"
4313,"324,185"
4314,"65,64"
4315,"58,32"
4316,"264,510"
4317,"289,67"
4318,"0,462"
4319,"190,181"
4320,"20,246"
4321,"155,126"
4322,"73,17"
4323,"307,67"
4324,"171,170"
4325,"67,315"
4326,"365,474"
4327,"67,103"
4328,"338,524"
4329,"374,132"
4330,"369,206"
4331,"150,190"
4332,"67,65"
4333,"247,472"
4334,"286,126"
4335,"382,32"
4336,"65,64"
4337,"146,240"
4338,"32,294"
4339,"153,190"
4340,"148,154"
4341,"137,249"
4342,"324,315"
4343,"510,73"
4344,"410,405"
4345,"70,99"
4346,"337,169"
4347,"11,90"
4348,"199,445"
4349,"459,148"
4350,"148,451"
4351,"65,64"
4352,"43,54"
4353,"118,20"
4354,"199,223"
4355,"65,199"
4356,"148,288"
4357,"153,528"
4358,"122,435"
4359,"184,283,185"
4360,"193,47"
4361,"171,170"
4362,"62,69"
4363,"282,371"
4364,"289,129"
4365,"324,494"
4366,"148,28"
4367,"528,81"
4368,"118,170"
4369,"63,319"
4370,"148,158"
4371,"32,190"
4372,"61,12,221"
4373,"98,118"
4374,"118,395"
4375,"148,154"
4376,"44,369"
4377,"130,88"
4378,"374,248"
4379,"190,181"
4380,"294,472"
4381,"220,237"
4382,"100,220"
4383,"40,131"
4384,"146,115"
4385,"472,32"
4386,"65,64"
4387,"294,472"
4388,"220,510"
4389,"511,44"
4390,"419,127"
4391,"67,54,220"
4392,"181,336"
4393,"118,98"
4394,"199,223"
4395,"323,181"
4396,"220,129"
4397,"17,188"
4398,"324,185"
4399,"148,154"
4400,"89,26"
4401,"118,20"
4402,"281,155"
4403,"220,421"
4404,"369,206"
4405,"28,148"
4406,"199,10"
4407,"160,334"
4408,"39,170"
4409,"510,204"
4410,"327,254"
4411,"32,70"
4412,"328,33"
4413,"33,148"
4414,"190,403"
4415,"148,32"
4416,"40,131"
4417,"429,252,27"
4418,"170,323"
4419,"199,148"
4420,"32,291"
4421,"307,155"
4422,"33,148"
4423,"323,181"
4424,"369,206,8"
4425,"65,90,64"
4426,"409,429,252"
4427,"49,481"
4428,"77,283"
4429,"269,276"
4430,"148,154"
4431,"33,329"
4432,"61,12,72"
4433,"199,123"
4434,"155,250"
4435,"288,40"
4436,"32,140"
4437,"268,294"
4438,"291,397"
4439,"405,336"
4440,"446,308"
4441,"369,206,370"
4442,"148,20"
4443,"361,272"
4444,"369,206,8"
4445,"69,233"
4446,"468,288"
4447,"44,220"
4448,"40,131"
4449,"65,93"
4450,"15,3"
4451,"67,94"
4452,"65,64,299"
4453,"67,54"
4454,"220,221"
4455,"452,288"
4456,"32,500"
4457,"220,221"
4458,"27,456"
4459,"67,155"
4460,"65,64"
4461,"250,511"
4462,"220,221"
4463,"511,369"
4464,"239,65"
4465,"307,329"
4466,"329,104"
4467,"65,153"
4468,"288,40"
4469,"461,91"
4470,"450,168"
4471,"369,206"
4472,"206,369"
4473,"11,101"
4474,"148,22"
4475,"65,64"
4476,"171,170"
4477,"307,155"
4478,"126,56"
4479,"141,268"
4480,"77,509"
4481,"486,131"
4482,"466,243"
4483,"324,494"
4484,"521,2"
4485,"121,405"
4486,"366,301"
4487,"303,528"
4488,"148,154"
4489,"315,151"
4490,"65,64"
4491,"170,199"
4492,"212,403,279"
4493,"361,272"
4494,"403,419"
4495,"32,148"
4496,"199,169"
4497,"322,83"
4498,"40,131"
4499,"500,528"
4500,"252,429,409"
4501,"131,142,40"
4502,"474,161"
4503,"181,23"
4504,"107,115"
4505,"276,348"
4506,"49,297"
4507,"220,221"
4508,"291,444"
4509,"345,92"
4510,"157,177"
4511,"302,152"
4512,"62,220"
4513,"369,206"
4514,"148,32"
4515,"126,140"
4516,"151,324,315"
4517,"8,387"
4518,"40,131"
4519,"288,40"
4520,"452,130"
4521,"288,40"
4522,"10,246"
4523,"338,137"
4524,"184,136"
4525,"199,148"
4526,"521,279"
4527,"134,131,142"
4528,"476,2"
4529,"61,12,221"
4530,"294,472"
4531,"290,190"
4532,"288,155"
4533,"206,369"
4534,"59,205"
4535,"99,190"
4536,"288,40"
4537,"65,64"
4538,"402,220"
4539,"390,35"
4540,"129,220"
4541,"170,148"
4542,"40,131"
4543,"199,169"
4544,"508,238"
4545,"190,301"
4546,"46,104"
4547,"151,315"
4548,"316,15"
4549,"248,307"
4550,"90,148"
4551,"511,44"
4552,"65,64"
4553,"317,20"
4554,"199,33"
4555,"67,54"
4556,"264,45"
4557,"140,190"
4558,"385,136"
4559,"94,44"
4560,"403,419"
4561,"163,237"
4562,"65,64"
4563,"268,151"
4564,"59,205"
4565,"151,315"
4566,"193,9"
4567,"9,199"
4568,"62,247"
4569,"6,133,5"
4570,"147,231"
4571,"419,127"
4572,"307,275"
4573,"65,345"
4574,"43,65"
4575,"130,288"
4576,"12,61"
4577,"65,64"
4578,"514,285"
4579,"199,307"
4580,"199,329"
4581,"89,279"
4582,"199,280"
4583,"220,175"
4584,"379,199"
4585,"323,181"
4586,"15,148"
4587,"73,496"
4588,"148,154"
4589,"464,505"
4590,"89,279"
4591,"148,29"
4592,"99,294"
4593,"184,136,283"
4594,"62,69"
4595,"6,133"
4596,"311,507"
4597,"20,103"
4598,"288,148"
4599,"100,242"
4600,"220,65"
4601,"0,405"
4602,"466,151"
4603,"247,437"
4604,"43,65"
4605,"186,97"
4606,"151,315,302"
4607,"280,421"
4608,"32,291"
4609,"67,220"
4610,"288,40"
4611,"170,307"
4612,"252,218"
4613,"294,472"
4614,"337,169"
4615,"153,71"
4616,"390,528"
4617,"131,142,134"
4618,"144,282"
4619,"448,405"
4620,"40,131"
4621,"181,121"
4622,"0,26"
4623,"148,154"
4624,"288,40"
4625,"294,472"
4626,"65,64,299"
4627,"148,154"
4628,"32,294"
4629,"61,12,72"
4630,"65,64"
4631,"287,237"
4632,"89,357"
4633,"66,300"
4634,"148,154"
4635,"199,190"
4636,"334,302"
4637,"224,32"
4638,"40,131"
4639,"82,89"
4640,"33,148"
4641,"126,56"
4642,"405,336"
4643,"77,92"
4644,"288,99"
4645,"65,64"
4646,"32,338"
4647,"337,339"
4648,"323,65"
4649,"148,154"
4650,"220,221"
4651,"288,40"
4652,"199,281"
4653,"67,528"
4654,"239,72"
4655,"147,32"
4656,"337,148"
4657,"11,69"
4658,"89,501"
4659,"279,1"
4660,"409,429,252"
4661,"199,62"
4662,"148,48"
4663,"288,395"
4664,"146,83"
4665,"109,419"
4666,"83,115,146"
4667,"6,133,5"
4668,"429,479"
4669,"89,289"
4670,"329,356"
4671,"255,400"
4672,"456,482"
4673,"315,62"
4674,"170,33"
4675,"129,220"
4676,"199,476"
4677,"240,49"
4678,"202,186"
4679,"220,279"
4680,"390,495"
4681,"32,148"
4682,"170,186"
4683,"199,529"
4684,"68,148"
4685,"65,64"
4686,"497,28"
4687,"133,6,5"
4688,"380,304"
4689,"131,159,302"
4690,"387,357"
4691,"387,359"
4692,"148,288"
4693,"68,123"
4694,"530,405"
4695,"71,67"
4696,"294,472"
4697,"99,190"
4698,"94,279"
4699,"65,64"
